committee_thomas_id,bioguide_id,member_thomas_id,rank,member_name,party,title
HSED,H000636,01490,2,Rubén Hinojosa,minority,
HSED,D000598,01641,3,Susan A. Davis,minority,
HSED,G000551,01708,4,Raúl M. Grijalva,minority,
HSED,C001069,01836,5,Joe Courtney,minority,
HSED,F000455,01895,6,Marcia L. Fudge,minority,
HSED,P000598,01910,7,Jared Polis,minority,
HSED,S001177,01962,8,Gregorio Kilili Camacho Sablan,minority,
HSED,W000808,02004,9,Frederica S. Wilson,minority,
HSED,B001278,02092,10,Suzanne Bonamici,minority,
HSED,P000607,02171,11,Mark Pocan,minority,
HSED,T000472,02110,12,Mark Takano,minority,
HSED,J000294,02149,13,Hakeem S. Jeffries,minority,
HSED,C001101,02196,14,Katherine M. Clark,minority,
HSED,A000370,02201,15,Alma S. Adams,minority,
HSED,D000623,02227,16,Mark DeSaulnier,minority,
HSFA16,S000522,01071,1,Christopher H. Smith,majority,Chair
HSFA16,M001187,02142,2,Mark Meadows,majority,
HSFA16,C001102,02200,3,Curt Clawson,majority,
HSFA16,D000616,02062,4,Scott DesJarlais,majority,
HSFA16,D000625,02293,5,Daniel M. Donovan Jr.,majority,
HSFA16,B001270,01996,1,Karen Bass,minority,Ranking Member
HSFA16,C001084,02055,2,David N. Cicilline,minority,
HSFA16,B001287,02102,3,Ami Bera,minority,
HSSY,S000583,01075,1,Lamar Smith,majority,Chair
HSSY,S000244,01041,2,F. James Sensenbrenner Jr.,majority,
HSSY,R000409,00979,3,Dana Rohrabacher,majority,
HSSY,L000491,00711,4,Frank D. Lucas,majority,Vice Chair
HSSY,N000182,01758,5,Randy Neugebauer,majority,
HSSY,M001157,01804,6,Michael T. McCaul,majority,
HSSY,B001274,01987,7,Mo Brooks,majority,
HSSY,H001059,02015,8,Randy Hultgren,majority,
HSSY,P000599,01915,9,Bill Posey,majority,
HSSY,M001184,02094,10,Thomas Massie,majority,
HSSY,B001283,02155,11,Jim Bridenstine,majority,
HSSY,W000814,02161,12,Randy K. Weber Sr.,majority,
HSSY,J000292,02046,13,Bill Johnson,majority,
HSSY,M001194,02248,14,John R. Moolenaar,majority,
HSSY,K000387,02228,15,Stephen Knight,majority,
HSSY,B001291,02270,16,Brian Babin,majority,
HSSY,W000821,02224,17,Bruce Westerman,majority,
HSSY,C001105,02273,18,Barbara Comstock,majority,
HSSY,N000189,02275,19,Dan Newhouse,majority,
HSSY,P000609,02221,20,Gary J. Palmer,majority,
HSSY,L000583,02238,21,Barry Loudermilk,majority,
HSSY,A000374,02244,22,Ralph Lee Abraham,majority,
HSSY,J000126,00599,1,Eddie Bernice Johnson,minority,Ranking Member
HSSY,L000397,00701,2,Zoe Lofgren,minority,
HSSY,L000563,01781,3,Daniel Lipinski,minority,
HSSY,E000290,01894,4,Donna F. Edwards,minority,
HSSY,B001278,02092,5,Suzanne Bonamici,minority,
HSSY,S001193,02104,6,Eric Swalwell,minority,
HSSY,G000556,01914,7,Alan Grayson,minority,
HSSY,B001287,02102,8,Ami Bera,minority,
HSSY,E000293,02114,9,Elizabeth H. Esty,minority,
HSSY,V000131,02166,10,Marc A. Veasey,minority,
HSSY,C001101,02196,11,Katherine M. Clark,minority,
HSSY,B001292,02272,12,Donald S. Beyer Jr.,minority,
HSSY,P000593,01835,13,Ed Perlmutter,minority,
HSSY,T000469,01942,14,Paul Tonko,minority,
HSSY,T000472,02110,15,Mark Takano,minority,
HSSY,F000454,01888,16,Bill Foster,minority,
SSFR15,B001261,01881,1,John Barrasso,majority,Chairman
SSFR15,P000612,02286,2,David Perdue,majority,
SSFR15,R000584,01896,3,James E. Risch,majority,
SSFR15,F000444,01633,4,Jeff Flake,majority,
SSFR15,G000562,01998,5,Cory Gardner,majority,
SSFR15,C001071,01825,6,Bob Corker,majority,Ex Officio
SSFR15,U000039,01567,1,Tom Udall,minority,Ranking Member
SSFR15,B000711,00116,2,Barbara Boxer,minority,
SSFR15,S001181,01901,3,Jeanne Shaheen,minority,
SSFR15,M000133,00735,4,Edward J. Markey,minority,
SSFR15,C000141,00174,5,Benjamin L. Cardin,minority,Ex Officio
HSHM09,P000605,02157,1,Scott Perry,majority,Chair
HSHM09,D000615,02057,2,Jeff Duncan,majority,
HSHM09,C001102,02200,3,Curt Clawson,majority,
HSHM09,C001103,02236,4,"Earl L. ""Buddy"" Carter",majority,
HSHM09,L000583,02238,5,Barry Loudermilk,majority,
HSHM09,M001157,01804,6,Michael T. McCaul,majority,Ex Officio
HSHM09,W000822,02259,1,Bonnie Watson Coleman,minority,Ranking Member
HSHM09,R000588,02023,2,Cedric L. Richmond,minority,
HSHM09,T000474,02231,3,Norma J. Torres,minority,
HSHM09,T000193,01151,4,Bennie G. Thompson,minority,Ex Officio
HSJU05,M001179,02053,1,Tom Marino,majority,Chair
HSJU05,F000460,02067,2,Blake Farenthold,majority,Vice Chair
HSJU05,I000056,01640,3,Darrell E. Issa,majority,
HSJU05,C001093,02121,4,Doug Collins,majority,
HSJU05,W000820,02232,5,Mimi Walters,majority,
HSJU05,R000601,02268,6,John Ratcliffe,majority,
HSJU05,T000475,02250,7,David A. Trott,majority,
HSJU05,B001293,02249,8,Mike Bishop,majority,
HSJU05,J000288,01843,1,"Henry C. ""Hank"" Johnson Jr.",minority,Ranking Member
HSJU05,D000617,02096,2,Suzan K. DelBene,minority,
HSJU05,J000294,02149,3,Hakeem S. Jeffries,minority,
HSJU05,C001084,02055,4,David N. Cicilline,minority,
HSJU05,P000608,02113,5,Scott H. Peters,minority,
HSED14,R000592,02017,1,Todd Rokita,majority,Chair
HSED14,H001048,01909,2,Duncan Hunter,majority,
HSED14,T000467,01952,3,Glenn Thompson,majority,
HSED14,B001290,02203,4,Dave Brat,majority,
HSED14,C001103,02236,5,"Earl L. ""Buddy"" Carter",majority,
HSED14,B001293,02249,6,Mike Bishop,majority,
HSED14,G000576,02276,7,Glenn Grothman,majority,
HSED14,R000604,02265,8,Steve Russell,majority,
HSED14,C001107,02235,9,Carlos Curbelo,majority,
HSED14,F000455,01895,1,Marcia L. Fudge,minority,Ranking Member
HSED14,D000598,01641,2,Susan A. Davis,minority,
HSED14,G000551,01708,3,Raúl M. Grijalva,minority,
HSED14,S001177,01962,4,Gregorio Kilili Camacho Sablan,minority,
HSED14,B001278,02092,5,Suzanne Bonamici,minority,
HSED14,T000472,02110,6,Mark Takano,minority,
HSED14,C001101,02196,7,Katherine M. Clark,minority,
HSGO25,H001073,02269,1,Will Hurd,majority,Chair
HSGO25,F000460,02067,2,Blake Farenthold,majority,Vice Chair
HSGO25,W000819,02255,3,Mark Walker,majority,
HSGO25,B001294,02241,4,Rod Blum,majority,
HSGO25,G000565,01992,5,Paul A. Gosar,majority,
HSGO25,K000385,02190,1,Robin L. Kelly,minority,Ranking Member
HSGO25,C001078,01959,2,Gerald E. Connolly,minority,
HSGO25,D000622,02123,3,Tammy Duckworth,minority,
HSGO25,L000582,02230,4,Ted Lieu,minority,
HSVR10,W000815,02152,1,Brad R. Wenstrup,majority,Chair
HSVR10,Z000017,02261,2,Lee M. Zeldin,majority,
HSVR10,R000600,02222,3,Aumua Amata Coleman Radewagen,majority,
HSVR10,C001106,02266,4,Ryan A. Costello,majority,
HSVR10,B001295,02243,5,Mike Bost,majority,
HSVR10,T000472,02110,1,Mark Takano,minority,Ranking Member
HSVR10,T000468,01940,2,Dina Titus,minority,
HSVR10,R000602,02262,3,Kathleen M. Rice,minority,
HSVR10,M001166,01832,4,Jerry McNerney,minority,
JSPR,B000575,01464,1,Roy Blunt,majority,Vice Chairman
JSPR,R000307,00968,2,Pat Roberts,majority,
JSPR,B001236,01687,3,John Boozman,majority,
JSPR,S000148,01036,1,Charles E. Schumer,minority,
JSPR,U000039,01567,2,Tom Udall,minority,
JSPR,H001045,01933,1,Gregg Harper,majority,Vice Chairman
JSPR,M001150,01731,2,Candice S. Miller,majority,
JSPR,N000185,02001,3,Richard B. Nugent,majority,
JSPR,B001227,01469,1,Robert A. Brady,minority,
JSPR,V000130,02112,2,Juan Vargas,minority,
SSAP20,G000359,00452,1,Lindsey Graham,majority,Chairman
SSAP20,M000355,01395,2,Mitch McConnell,majority,
SSAP20,K000360,01647,3,Mark Kirk,majority,
SSAP20,B000575,01464,4,Roy Blunt,majority,
SSAP20,B001236,01687,5,John Boozman,majority,
SSAP20,M000934,01507,6,Jerry Moran,majority,
SSAP20,L000575,02050,7,James Lankford,majority,
SSAP20,D000618,02138,8,Steve Daines,majority,
SSAP20,C000567,00213,9,Thad Cochran,majority,Ex Officio
SSAP20,L000174,01383,1,Patrick J. Leahy,minority,Ranking Member
SSAP20,M000702,00802,2,Barbara A. Mikulski,minority,
SSAP20,D000563,00326,3,Richard J. Durbin,minority,
SSAP20,S001181,01901,4,Jeanne Shaheen,minority,
SSAP20,C001088,01984,5,Christopher A. Coons,minority,
SSAP20,M001176,01900,6,Jeff Merkley,minority,
SSAP20,M001169,01837,7,Christopher Murphy,minority,
SSEG01,R000584,01896,1,James E. Risch,majority,Chairman
SSEG01,F000444,01633,2,Jeff Flake,majority,
SSEG01,D000618,02138,3,Steve Daines,majority,
SSEG01,C001075,01925,4,Bill Cassidy,majority,
SSEG01,G000562,01998,5,Cory Gardner,majority,
SSEG01,H001061,02079,6,John Hoeven,majority,
SSEG01,A000360,01695,7,Lamar Alexander,majority,
SSEG01,P000449,00924,8,Rob Portman,majority,
SSEG01,C001047,01676,9,Shelley Moore Capito,majority,
SSEG01,M001153,01694,10,Lisa Murkowski,majority,Ex Officio
SSEG01,M001183,01983,1,"Joe Manchin, III",minority,Ranking Member
SSEG01,S000033,01010,2,Bernard Sanders,minority,
SSEG01,S000770,01531,3,Debbie Stabenow,minority,
SSEG01,F000457,01969,4,Al Franken,minority,
SSEG01,H001046,01937,5,Martin Heinrich,minority,
SSEG01,H001042,01844,6,Mazie K. Hirono,minority,
SSEG01,K000383,02185,7,"Angus S. King, Jr.",minority,
SSEG01,W000817,02182,8,Elizabeth Warren,minority,
SSEG01,C000127,00172,9,Maria Cantwell,minority,Ex Officio
HSWM04,T000462,01664,1,Patrick J. Tiberi,majority,Chair
HSWM04,N000181,01710,2,Devin Nunes,majority,
HSWM04,B000755,01468,3,Kevin Brady,majority,
HSWM04,R000578,01810,4,David G. Reichert,majority,
HSWM04,B001260,01840,5,Vern Buchanan,majority,
HSWM04,S001172,01860,6,Adrian Smith,majority,
HSWM04,J000290,01921,7,Lynn Jenkins,majority,
HSWM04,B001255,01787,8,Charles W. Boustany Jr.,majority,
HSWM04,P000594,01930,9,Erik Paulsen,majority,
HSWM04,M001158,01806,10,Kenny Marchant,majority,
HSWM04,R000053,00944,1,Charles B. Rangel,minority,Ranking Member
HSWM04,N000015,00854,2,Richard E. Neal,minority,
HSWM04,B000574,00099,3,Earl Blumenauer,minority,
HSWM04,K000188,01498,4,Ron Kind,minority,
HSWM04,B000287,00070,5,Xavier Becerra,minority,
HSWM04,P000096,01510,6,Bill Pascrell Jr.,minority,
HSWM01,J000174,00603,1,Sam Johnson,majority,Chair
HSWM01,R000585,01982,2,Tom Reed,majority,
HSWM01,D000613,02013,3,Robert J. Dold,majority,
HSWM01,Y000064,02019,4,Todd C. Young,majority,
HSWM01,K000376,02051,5,Mike Kelly,majority,
HSWM01,R000586,02048,6,James B. Renacci,majority,
HSWM01,B000755,01468,7,Kevin Brady,majority,
HSWM01,B000287,00070,1,Xavier Becerra,minority,Ranking Member
HSWM01,D000399,00303,2,Lloyd Doggett,minority,
HSWM01,L000557,01583,3,John B. Larson,minority,
HSWM01,B000574,00099,4,Earl Blumenauer,minority,
HSBU,P000591,01778,1,Tom Price,majority,Chair
HSBU,G000548,01737,2,Scott Garrett,majority,
HSBU,D000600,01717,3,Mario Diaz-Balart,majority,
HSBU,C001053,01742,4,Tom Cole,majority,
HSBU,M001177,01908,5,Tom McClintock,majority,
HSBU,B001273,02063,6,Diane Black,majority,
HSBU,R000592,02017,7,Todd Rokita,majority,Vice Chair
HSBU,W000810,02008,8,Rob Woodall,majority,
HSBU,B001243,01748,9,Marsha Blackburn,majority,
HSBU,H001053,02032,10,Vicky Hartzler,majority,
HSBU,R000597,02160,11,Tom Rice,majority,
HSBU,S001188,01981,12,Marlin A. Stutzman,majority,
HSBU,S000051,01012,13,Mark Sanford,majority,
HSBU,W000809,01991,14,Steve Womack,majority,
HSBU,B001290,02203,15,Dave Brat,majority,
HSBU,B001294,02241,16,Rod Blum,majority,
HSBU,M001195,02277,17,Alexander X. Mooney,majority,
HSBU,G000576,02276,18,Glenn Grothman,majority,
HSBU,P000609,02221,19,Gary J. Palmer,majority,
HSBU,M001194,02248,20,John R. Moolenaar,majority,
HSBU,W000821,02224,21,Bruce Westerman,majority,
HSBU,B001260,01840,22,Vern Buchanan,majority,
HSBU,V000128,01729,1,Chris Van Hollen,minority,Ranking Member
HSBU,Y000062,01853,2,John A. Yarmuth,minority,
HSBU,P000096,01510,3,Bill Pascrell Jr.,minority,
HSBU,R000577,01756,4,Tim Ryan,minority,
HSBU,M001160,01811,5,Gwen Moore,minority,
HSBU,C001066,01839,6,Kathy Castor,minority,
HSBU,M000404,00766,7,Jim McDermott,minority,
HSBU,L000551,01501,8,Barbara Lee,minority,
HSBU,P000607,02171,9,Mark Pocan,minority,
HSBU,L000580,02146,10,Michelle Lujan Grisham,minority,
HSBU,D000624,02251,11,Debbie Dingell,minority,
HSBU,L000582,02230,12,Ted Lieu,minority,
HSBU,N000188,02202,13,Donald Norcross,minority,
HSBU,M001196,02246,14,Seth Moulton,minority,
HSGO27,J000289,01868,1,Jim Jordan,majority,Chair
HSGO27,W000798,01855,2,Tim Walberg,majority,
HSGO27,D000616,02062,3,Scott DesJarlais,majority,
HSGO27,G000566,02058,4,Trey Gowdy,majority,
HSGO27,L000571,01960,5,Cynthia M. Lummis,majority,
HSGO27,M001187,02142,6,Mark Meadows,majority,
HSGO27,D000621,02116,7,Ron DeSantis,majority,
HSGO27,M001182,02059,8,Mick Mulvaney,majority,Vice Chair
HSGO27,W000819,02255,9,Mark Walker,majority,
HSGO27,H001071,02237,10,Jody B. Hice,majority,
HSGO27,C001103,02236,11,"Earl L. ""Buddy"" Carter",majority,
HSGO27,C001090,02159,1,Matt Cartwright,minority,Ranking Member
HSGO27,N000147,00868,2,Eleanor Holmes Norton,minority,
HSGO27,B001296,02267,3,Brendan F. Boyle,minority,
HSGO27,W000822,02259,4,Bonnie Watson Coleman,minority,
HSGO27,D000623,02227,5,Mark DeSaulnier,minority,
HSGO27,C000754,00231,6,Jim Cooper,minority,
HSGO27,L000580,02146,7,Michelle Lujan Grisham,minority,
HSJU10,F000448,01707,1,Trent Franks,majority,Chair
HSJU10,D000621,02116,2,Ron DeSantis,majority,Vice Chair
HSJU10,K000362,01724,3,Steve King,majority,
HSJU10,G000552,01801,4,Louie Gohmert,majority,
HSJU10,J000289,01868,5,Jim Jordan,majority,
HSJU10,C001068,01878,1,Steve Cohen,minority,Ranking Member
HSJU10,N000002,00850,2,Jerrold Nadler,minority,
HSJU10,D000610,01976,3,Theodore E. Deutch,minority,
HSAS,T000238,01155,1,Mac Thornberry,majority,Chair
HSAS,J000255,00612,2,Walter B. Jones,majority,
HSAS,F000445,01683,3,J. Randy Forbes,majority,
HSAS,M001144,01685,4,Jeff Miller,majority,
HSAS,W000795,01688,5,Joe Wilson,majority,
HSAS,L000554,00699,6,Frank A. LoBiondo,majority,
HSAS,B001250,01753,7,Rob Bishop,majority,
HSAS,T000463,01741,8,Michael R. Turner,majority,
HSAS,K000363,01733,9,John Kline,majority,
HSAS,R000575,01704,10,Mike Rogers,majority,
HSAS,F000448,01707,11,Trent Franks,majority,
HSAS,S001154,01681,12,Bill Shuster,majority,
HSAS,C001062,01805,13,K. Michael Conaway,majority,
HSAS,L000564,01834,14,Doug Lamborn,majority,
HSAS,W000804,01886,15,Robert J. Wittman,majority,
HSAS,H001048,01909,16,Duncan Hunter,majority,
HSAS,F000456,01924,17,John Fleming,majority,
HSAS,C001077,01912,18,Mike Coffman,majority,
HSAS,G000564,02043,19,Christopher P. Gibson,majority,
HSAS,H001053,02032,20,Vicky Hartzler,majority,
HSAS,H001055,02040,21,Joseph J. Heck,majority,
HSAS,S001189,02009,22,Austin Scott,majority,
HSAS,B001274,01987,23,Mo Brooks,majority,
HSAS,N000185,02001,24,Richard B. Nugent,majority,
HSAS,C001094,02103,25,Paul Cook,majority,
HSAS,B001283,02155,26,Jim Bridenstine,majority,
HSAS,W000815,02152,27,Brad R. Wenstrup,majority,
HSAS,W000813,02128,28,Jackie Walorski,majority,
HSAS,B001289,02197,29,Bradley Byrne,majority,
HSAS,G000546,01656,30,Sam Graves,majority,
HSAS,Z000018,02254,31,Ryan K. Zinke,majority,
HSAS,S001196,02263,32,Elise M. Stefanik,majority,
HSAS,M001197,02225,33,Martha McSally,majority,
HSAS,K000387,02228,34,Stephen Knight,majority,
HSAS,M001193,02258,35,Thomas MacArthur,majority,
HSAS,R000604,02265,36,Steve Russell,majority,
HSAS,S000510,01528,1,Adam Smith,minority,Ranking Member
HSAS,S000030,01522,2,Loretta Sanchez,minority,
HSAS,B001227,01469,3,Robert A. Brady,minority,
HSAS,D000598,01641,4,Susan A. Davis,minority,
HSAS,L000559,01668,5,James R. Langevin,minority,
HSAS,L000560,01675,6,Rick Larsen,minority,
HSAS,C000754,00231,7,Jim Cooper,minority,
HSAS,B001245,01723,8,Madeleine Z. Bordallo,minority,
HSAS,C001069,01836,9,Joe Courtney,minority,
HSAS,T000465,01884,10,Niki Tsongas,minority,
HSAS,G000559,01973,11,John Garamendi,minority,
HSAS,J000288,01843,12,"Henry C. ""Hank"" Johnson Jr.",minority,
HSAS,S001175,01890,13,Jackie Speier,minority,
HSAS,C001091,02163,14,Joaquin Castro,minority,
HSAS,D000622,02123,15,Tammy Duckworth,minority,
HSAS,P000608,02113,16,Scott H. Peters,minority,
HSAS,V000131,02166,17,Marc A. Veasey,minority,
HSAS,G000571,02122,18,Tulsi Gabbard,minority,
HSAS,W000799,01856,19,Timothy J. Walz,minority,
HSAS,O000170,02162,20,Beto O'Rourke,minority,
HSAS,N000188,02202,21,Donald Norcross,minority,
HSAS,G000574,02226,22,Ruben Gallego,minority,
HSAS,T000473,02240,23,Mark Takai,minority,
HSAS,G000575,02234,24,Gwen Graham,minority,
HSAS,A000373,02257,25,Brad Ashford,minority,
HSAS,M001196,02246,26,Seth Moulton,minority,
HSAS,A000371,02229,27,Pete Aguilar,minority,
SSAP08,C001047,01676,1,Shelley Moore Capito,majority,Chairman
SSAP08,K000360,01647,2,Mark Kirk,majority,
SSAP08,M000934,01507,3,Jerry Moran,majority,
SSAP08,C000567,00213,4,Thad Cochran,majority,Ex Officio
SSAP08,S001194,02173,1,Brian Schatz,minority,Ranking Member
SSAP08,M001169,01837,2,Christopher Murphy,minority,
SSAP08,M000702,00802,3,Barbara A. Mikulski,minority,Ex Officio
HSFA07,D000615,02057,1,Jeff Duncan,majority,Chair
HSFA07,S000522,01071,2,Christopher H. Smith,majority,
HSFA07,R000435,00985,3,Ileana Ros-Lehtinen,majority,
HSFA07,M001157,01804,4,Michael T. McCaul,majority,
HSFA07,S000018,01009,5,Matt Salmon,majority,
HSFA07,D000621,02116,6,Ron DeSantis,majority,
HSFA07,Y000065,02115,7,Ted S. Yoho,majority,
HSFA07,D000625,02293,8,Daniel M. Donovan Jr.,majority,
HSFA07,S001165,01818,1,Albio Sires,minority,Ranking Member
HSFA07,C001091,02163,2,Joaquin Castro,minority,
HSFA07,K000385,02190,3,Robin L. Kelly,minority,
HSFA07,M001137,01506,4,Gregory W. Meeks,minority,
HSFA07,G000556,01914,5,Alan Grayson,minority,
HSFA07,L000579,02111,6,Alan S. Lowenthal,minority,
HSII24,Y000033,01256,1,Don Young,majority,Chair
HSII24,B001271,02027,2,Dan Benishek,majority,
HSII24,G000565,01992,3,Paul A. Gosar,majority,
HSII24,L000578,02100,4,Doug LaMalfa,majority,
HSII24,D000612,01995,5,Jeff Denham,majority,
HSII24,C001094,02103,6,Paul Cook,majority,
HSII24,R000600,02222,7,Aumua Amata Coleman Radewagen,majority,
HSII24,B001250,01753,8,Rob Bishop,majority,Ex Officio
HSII24,R000599,02109,1,Raul Ruiz,minority,Ranking Member
HSII24,B001245,01723,2,Madeleine Z. Bordallo,minority,
HSII24,S001177,01962,3,Gregorio Kilili Camacho Sablan,minority,
HSII24,P000596,01953,4,Pedro R. Pierluisi,minority,
HSII24,T000474,02231,5,Norma J. Torres,minority,
HSII24,G000551,01708,6,Raúl M. Grijalva,minority,Ex Officio
SSEV08,V000127,01609,1,David Vitter,majority,Chairman
SSEV08,B001261,01881,2,John Barrasso,majority,
SSEV08,C001047,01676,3,Shelley Moore Capito,majority,
SSEV08,C000880,00250,4,Mike Crapo,majority,
SSEV08,B001236,01687,5,John Boozman,majority,
SSEV08,S001141,01548,6,Jeff Sessions,majority,
SSEV08,W000437,01226,7,Roger F. Wicker,majority,
SSEV08,F000463,02179,8,Deb Fischer,majority,
SSEV08,I000024,00583,9,James M. Inhofe,majority,Ex Officio
SSEV08,B000711,00116,1,Barbara Boxer,minority,Ranking Member
SSEV08,C000174,00179,2,Thomas R. Carper,minority,
SSEV08,C000141,00174,3,Benjamin L. Cardin,minority,
SSEV08,S000033,01010,4,Bernard Sanders,minority,
SSEV08,W000802,01823,5,Sheldon Whitehouse,minority,
SSEV08,M001176,01900,6,Jeff Merkley,minority,
SSEV08,G000555,01866,7,Kirsten E. Gillibrand,minority,
HSAG14,D000619,02126,1,Rodney Davis,majority,Chair
HSAG14,T000467,01952,2,Glenn Thompson,majority,
HSAG14,S001189,02009,3,Austin Scott,majority,
HSAG14,G000564,02043,4,Christopher P. Gibson,majority,
HSAG14,D000612,01995,5,Jeff Denham,majority,
HSAG14,Y000065,02115,6,Ted S. Yoho,majority,
HSAG14,M001194,02248,7,John R. Moolenaar,majority,
HSAG14,N000189,02275,8,Dan Newhouse,majority,
HSAG14,D000617,02096,1,Suzan K. DelBene,minority,Ranking Member
HSAG14,F000455,01895,2,Marcia L. Fudge,minority,
HSAG14,M000312,01504,3,James P. McGovern,minority,
HSAG14,K000382,02145,4,Ann M. Kuster,minority,
HSAG14,G000575,02234,5,Gwen Graham,minority,
HSAG,C001062,01805,1,K. Michael Conaway,majority,Chair
HSAG,G000289,00446,2,Bob Goodlatte,majority,
HSAG,L000491,00711,3,Frank D. Lucas,majority,
HSAG,K000362,01724,4,Steve King,majority,
HSAG,N000182,01758,5,Randy Neugebauer,majority,Vice Chair
HSAG,R000575,01704,6,Mike Rogers,majority,
HSAG,T000467,01952,7,Glenn Thompson,majority,
HSAG,G000563,02049,8,Bob Gibbs,majority,
HSAG,S001189,02009,9,Austin Scott,majority,
HSAG,C001087,01989,10,"Eric A. ""Rick"" Crawford",majority,
HSAG,D000616,02062,11,Scott DesJarlais,majority,
HSAG,G000564,02043,12,Christopher P. Gibson,majority,
HSAG,H001053,02032,13,Vicky Hartzler,majority,
HSAG,B001271,02027,14,Dan Benishek,majority,
HSAG,D000612,01995,15,Jeff Denham,majority,
HSAG,L000578,02100,16,Doug LaMalfa,majority,
HSAG,D000619,02126,17,Rodney Davis,majority,
HSAG,Y000065,02115,18,Ted S. Yoho,majority,
HSAG,W000813,02128,19,Jackie Walorski,majority,
HSAG,A000372,02239,20,Rick W. Allen,majority,
HSAG,B001295,02243,21,Mike Bost,majority,
HSAG,R000603,02256,22,David Rouzer,majority,
HSAG,A000374,02244,23,Ralph Lee Abraham,majority,
HSAG,M001194,02248,24,John R. Moolenaar,majority,
HSAG,N000189,02275,25,Dan Newhouse,majority,
HSAG,K000388,02294,26,Trent Kelly,majority,
HSAG,P000258,00910,1,Collin C. Peterson,minority,Ranking Member
HSAG,S001157,01722,2,David Scott,minority,
HSAG,C001059,01774,3,Jim Costa,minority,
HSAG,W000799,01856,4,Timothy J. Walz,minority,
HSAG,F000455,01895,5,Marcia L. Fudge,minority,
HSAG,M000312,01504,6,James P. McGovern,minority,
HSAG,D000617,02096,7,Suzan K. DelBene,minority,
HSAG,V000132,02167,8,Filemon Vela,minority,
HSAG,L000580,02146,9,Michelle Lujan Grisham,minority,
HSAG,K000382,02145,10,Ann M. Kuster,minority,
HSAG,N000127,00867,11,Richard M. Nolan,minority,
HSAG,B001286,02127,12,Cheri Bustos,minority,
HSAG,M001185,02150,13,Sean Patrick Maloney,minority,
HSAG,K000368,01907,14,Ann Kirkpatrick,minority,
HSAG,A000371,02229,15,Pete Aguilar,minority,
HSAG,P000610,02274,16,Stacey E. Plaskett,minority,
HSAG,A000370,02201,17,Alma S. Adams,minority,
HSAG,G000575,02234,18,Gwen Graham,minority,
HSAG,A000373,02257,19,Brad Ashford,minority,
HLIG04,H001055,02040,1,Joseph J. Heck,majority,Chair
HLIG04,M001144,01685,2,Jeff Miller,majority,
HLIG04,R000435,00985,3,Ileana Ros-Lehtinen,majority,
HLIG04,T000463,01741,4,Michael R. Turner,majority,
HLIG04,W000815,02152,5,Brad R. Wenstrup,majority,
HLIG04,S001192,02168,6,Chris Stewart,majority,
HLIG04,S001185,01988,1,Terri A. Sewell,minority,Ranking Member
HLIG04,G000535,00478,2,Luis V. Gutiérrez,minority,
HLIG04,S001193,02104,3,Eric Swalwell,minority,
HLIG04,M001191,02117,4,Patrick Murphy,minority,
HSSM25,C001107,02235,1,Carlos Curbelo,majority,Chair
HSSM25,K000362,01724,2,Steve King,majority,
HSSM25,L000569,01931,3,Blaine Luetkemeyer,majority,
HSSM25,H001057,02020,4,Tim Huelskamp,majority,
HSSM25,G000564,02043,5,Christopher P. Gibson,majority,
HSSM25,B001290,02203,6,Dave Brat,majority,
HSSM25,M001188,02148,1,Grace Meng,minority,Ranking Member
SSFI13,C001056,01692,1,John Cornyn,majority,Chairman
SSFI13,G000386,00457,2,Chuck Grassley,majority,
SSFI13,R000307,00968,3,Pat Roberts,majority,
SSFI13,T000250,01534,4,John Thune,majority,
SSFI13,I000055,01608,5,Johnny Isakson,majority,
SSFI13,P000449,00924,6,Rob Portman,majority,
SSFI13,H000338,01351,7,Orrin G. Hatch,majority,Ex Officio
SSFI13,W000779,01247,1,Ron Wyden,minority,Ranking Member
SSFI13,S000148,01036,2,Charles E. Schumer,minority,
SSFI13,S000770,01531,3,Debbie Stabenow,minority,
SSFI13,N000032,00859,4,Bill Nelson,minority,
HSSY16,B001291,02270,1,Brian Babin,majority,Chair
HSSY16,R000409,00979,2,Dana Rohrabacher,majority,
HSSY16,L000491,00711,3,Frank D. Lucas,majority,
HSSY16,M001157,01804,4,Michael T. McCaul,majority,
HSSY16,B001274,01987,5,Mo Brooks,majority,Vice Chair
HSSY16,P000599,01915,6,Bill Posey,majority,
HSSY16,B001283,02155,7,Jim Bridenstine,majority,
HSSY16,J000292,02046,8,Bill Johnson,majority,
HSSY16,K000387,02228,9,Stephen Knight,majority,
HSSY16,S000583,01075,10,Lamar Smith,majority,Ex Officio
HSSY16,E000290,01894,1,Donna F. Edwards,minority,Ranking Member
HSSY16,B001287,02102,2,Ami Bera,minority,
HSSY16,L000397,00701,3,Zoe Lofgren,minority,
HSSY16,P000593,01835,4,Ed Perlmutter,minority,
HSSY16,V000131,02166,5,Marc A. Veasey,minority,
HSSY16,B001292,02272,6,Donald S. Beyer Jr.,minority,
HSSY16,J000126,00599,7,Eddie Bernice Johnson,minority,Ex Officio
HSAP07,C001053,01742,1,Tom Cole,majority,Chair
HSAP07,S001148,01590,2,Michael K. Simpson,majority,
HSAP07,W000809,01991,3,Steve Womack,majority,Vice Chair
HSAP07,F000459,02061,4,"Charles J. ""Chuck"" Fleischmann",majority,
HSAP07,H001052,02026,5,Andy Harris,majority,
HSAP07,R000591,01986,6,Martha Roby,majority,
