code,bioguide_id,party,thomas_id,title,member_name,rank
HSBA04,L000569,majority,01931,Chair,Blaine Luetkemeyer,1
HSBA04,W000796,majority,01779,Vice Chair,Lynn A. Westmoreland,2
HSBA04,R000487,majority,00998,,Edward R. Royce,3
HSBA04,G000548,majority,01737,,Scott Garrett,4
HSBA04,P000588,majority,01738,,Stevan Pearce,5
HSBA04,P000599,majority,01915,,Bill Posey,6
HSBA04,H001060,majority,02069,,Robert Hurt,7
HSBA04,S001187,majority,02047,,Steve Stivers,8
HSBA04,R000593,majority,02003,,Dennis A. Ross,9
HSBA04,B001282,majority,02131,,Andy Barr,10
HSBA04,R000598,majority,02158,,Keith J. Rothfus,11
HSBA04,W000816,majority,02165,,Roger Williams,12
HSBA04,H001036,majority,01749,Ex Officio,Jeb Hensarling,13
HSBA04,C001061,minority,01790,Ranking Member,Emanuel Cleaver,1
HSBA04,V000081,minority,01184,,Nydia M. Velázquez,2
HSBA04,C001037,minority,01564,,Michael E. Capuano,3
HSBA04,C001049,minority,01654,,Wm. Lacy Clay,4
HSBA04,G000553,minority,01803,,Al Green,5
HSBA04,M001160,minority,01811,,Gwen Moore,6
HSBA04,E000288,minority,01857,,Keith Ellison,7
HSBA04,B001281,minority,02153,,Joyce Beatty,8
HSBA04,K000380,minority,02134,,Daniel T. Kildee,9
HSBA04,W000187,minority,01205,Ex Officio,Maxine Waters,10
SSGA19,L000575,majority,02050,Chairman,James Lankford,1
SSGA19,M000303,majority,00754,,John McCain,2
SSGA19,P000449,majority,00924,,Rob Portman,3
SSGA19,E000285,majority,01542,,Michael B. Enzi,4
SSGA19,E000295,majority,02283,,Joni Ernst,5
SSGA19,S001197,majority,02289,,Ben Sasse,6
SSGA19,J000293,majority,02086,Ex Officio,Ron Johnson,7
SSGA19,H001069,minority,02174,Ranking Member,Heidi Heitkamp,1
SSGA19,T000464,minority,01829,,Jon Tester,2
SSGA19,B001288,minority,02194,,Cory A. Booker,3
SSGA19,P000595,minority,01929,,Gary Peters,4
SSGA19,C000174,minority,00179,Ex Officio,Thomas R. Carper,5
SSCM,T000250,majority,01534,Chairman,John Thune,1
SSCM,W000437,majority,01226,,Roger F. Wicker,2
SSCM,B000575,majority,01464,,Roy Blunt,3
SSCM,R000595,majority,02084,,Marco Rubio,4
SSCM,A000368,majority,02075,,Kelly Ayotte,5
SSCM,C001098,majority,02175,,Ted Cruz,6
SSCM,F000463,majority,02179,,Deb Fischer,7
SSCM,M000934,majority,01507,,Jerry Moran,8
SSCM,S001198,majority,02290,,Daniel Sullivan,9
SSCM,J000293,majority,02086,,Ron Johnson,10
SSCM,H001041,majority,01863,,Dean Heller,11
SSCM,G000562,majority,01998,,Cory Gardner,12
SSCM,D000618,majority,02138,,Steve Daines,13
SSCM,N000032,minority,00859,Ranking Member,Bill Nelson,1
SSCM,C000127,minority,00172,,Maria Cantwell,2
SSCM,M001170,minority,01820,,Claire McCaskill,3
SSCM,K000367,minority,01826,,Amy Klobuchar,4
SSCM,B001277,minority,02076,,Richard Blumenthal,5
SSCM,S001194,minority,02173,,Brian Schatz,6
SSCM,M000133,minority,00735,,Edward J. Markey,7
SSCM,B001288,minority,02194,,Cory A. Booker,8
SSCM,U000039,minority,01567,,Tom Udall,9
SSCM,M001183,minority,01983,,"Joe Manchin, III",10
SSCM,P000595,minority,01929,,Gary Peters,11
SSAP08,C001047,majority,01676,Chairman,Shelley Moore Capito,1
SSAP08,K000360,majority,01647,,Mark Kirk,2
SSAP08,M000934,majority,01507,,Jerry Moran,3
SSAP08,C000567,majority,00213,Ex Officio,Thad Cochran,4
SSAP08,S001194,minority,02173,Ranking Member,Brian Schatz,1
SSAP08,M001169,minority,01837,,Christopher Murphy,2
SSAP08,M000702,minority,00802,Ex Officio,Barbara A. Mikulski,3
SLIN,B001135,majority,00153,Chairman,Richard Burr,1
SLIN,R000584,majority,01896,,James E. Risch,2
SLIN,C000542,majority,00209,,Daniel Coats,3
SLIN,R000595,majority,02084,,Marco Rubio,4
SLIN,C001035,majority,01541,,Susan M. Collins,5
SLIN,B000575,majority,01464,,Roy Blunt,6
SLIN,L000575,majority,02050,,James Lankford,7
SLIN,C001095,majority,02098,,Tom Cotton,8
SLIN,M000355,majority,01395,Ex Officio,Mitch McConnell,9
SLIN,M000303,majority,00754,Ex Officio,John McCain,10
SLIN,F000062,minority,01332,Vice Chairman,Dianne Feinstein,1
SLIN,W000779,minority,01247,,Ron Wyden,2
SLIN,M000702,minority,00802,,Barbara A. Mikulski,3
SLIN,W000805,minority,01897,,Mark R. Warner,4
SLIN,H001046,minority,01937,,Martin Heinrich,5
SLIN,K000383,minority,02185,,"Angus S. King, Jr.",6
SLIN,H001042,minority,01844,,Mazie K. Hirono,7
SLIN,R000146,minority,00952,Ex Officio,Harry Reid,8
SLIN,R000122,minority,00949,Ex Officio,Jack Reed,9
SSFI14,P000449,majority,00924,Chairman,Rob Portman,1
SSFI14,C000880,majority,00250,,Mike Crapo,2
SSFI14,B001135,majority,00153,,Richard Burr,3
SSFI14,H000338,majority,01351,Ex Officio,Orrin G. Hatch,4
SSFI14,W000805,minority,01897,Ranking Member,Mark R. Warner,1
SSFI14,W000779,minority,01247,Ex Officio,Ron Wyden,2
HSAP07,C001053,majority,01742,Chair,Tom Cole,1
HSAP07,S001148,majority,01590,,Michael K. Simpson,2
HSAP07,W000809,majority,01991,Vice Chair,Steve Womack,3
HSAP07,F000459,majority,02061,,"Charles J. ""Chuck"" Fleischmann",4
HSAP07,H001052,majority,02026,,Andy Harris,5
HSAP07,R000591,majority,01986,,Martha Roby,6
HSAP07,D000604,majority,01799,,Charles W. Dent,7
HSAP07,R000589,majority,02068,,E. Scott Rigell,8
HSAP07,D000216,minority,00281,Ranking Member,Rosa L. DeLauro,1
HSAP07,R000486,minority,00997,,Lucille Roybal-Allard,2
HSAP07,L000551,minority,01501,,Barbara Lee,3
HSAP07,F000043,minority,00371,,Chaka Fattah,4
SSAP19,K000360,majority,01647,Chairman,Mark Kirk,1
SSAP19,M000355,majority,01395,,Mitch McConnell,2
SSAP19,M001153,majority,01694,,Lisa Murkowski,3
SSAP19,H001061,majority,02079,,John Hoeven,4
SSAP19,C001035,majority,01541,,Susan M. Collins,5
SSAP19,B001236,majority,01687,,John Boozman,6
SSAP19,C001047,majority,01676,,Shelley Moore Capito,7
SSAP19,C001075,majority,01925,,Bill Cassidy,8
SSAP19,C000567,majority,00213,Ex Officio,Thad Cochran,9
SSAP19,T000464,minority,01829,Ranking Member,Jon Tester,1
SSAP19,M001111,minority,01409,,Patty Murray,2
SSAP19,R000122,minority,00949,,Jack Reed,3
SSAP19,U000039,minority,01567,,Tom Udall,4
SSAP19,S001194,minority,02173,,Brian Schatz,5
SSAP19,B001230,minority,01558,,Tammy Baldwin,6
SSAP19,M001169,minority,01837,,Christopher Murphy,7
SSAP19,M000702,minority,00802,Ex Officio,Barbara A. Mikulski,8
SSCM22,R000595,majority,02084,Chairman,Marco Rubio,1
SSCM22,W000437,majority,01226,,Roger F. Wicker,2
SSCM22,A000368,majority,02075,,Kelly Ayotte,3
SSCM22,C001098,majority,02175,,Ted Cruz,4
SSCM22,S001198,majority,02290,,Daniel Sullivan,5
SSCM22,J000293,majority,02086,,Ron Johnson,6
SSCM22,T000250,majority,01534,Ex Officio,John Thune,7
SSCM22,B001288,minority,02194,Ranking Member,Cory A. Booker,1
SSCM22,C000127,minority,00172,,Maria Cantwell,2
SSCM22,B001277,minority,02076,,Richard Blumenthal,3
SSCM22,M000133,minority,00735,,Edward J. Markey,4
SSCM22,S001194,minority,02173,,Brian Schatz,5
SSCM22,P000595,minority,01929,,Gary Peters,6
SSCM22,N000032,minority,00859,Ex Officio,Bill Nelson,7
HSAS29,R000575,majority,01704,Chair,Mike Rogers,1
HSAS29,F000448,majority,01707,,Trent Franks,2
HSAS29,L000564,majority,01834,Vice Chair,Doug Lamborn,3
HSAS29,C001077,majority,01912,,Mike Coffman,4
HSAS29,B001274,majority,01987,,Mo Brooks,5
HSAS29,B001283,majority,02155,,Jim Bridenstine,6
HSAS29,F000445,majority,01683,,J. Randy Forbes,7
HSAS29,B001250,majority,01753,,Rob Bishop,8
HSAS29,T000463,majority,01741,,Michael R. Turner,9
HSAS29,F000456,majority,01924,,John Fleming,10
HSAS29,C000754,minority,00231,Ranking Member,Jim Cooper,1
HSAS29,S000030,minority,01522,,Loretta Sanchez,2
HSAS29,L000560,minority,01675,,Rick Larsen,3
HSAS29,G000559,minority,01973,,John Garamendi,4
HSAS29,T000473,minority,02240,,Mark Takai,5
HSAS29,A000373,minority,02257,,Brad Ashford,6
HSAS29,A000371,minority,02229,,Pete Aguilar,7
HSJU03,I000056,majority,01640,Chair,Darrell E. Issa,1
HSJU03,C001093,majority,02121,Vice Chair,Doug Collins,2
HSJU03,S000244,majority,01041,,F. James Sensenbrenner Jr.,3
HSJU03,S000583,majority,01075,,Lamar Smith,4
HSJU03,C000266,majority,00186,,Steve Chabot,5
HSJU03,F000445,majority,01683,,J. Randy Forbes,6
HSJU03,F000448,majority,01707,,Trent Franks,7
HSJU03,J000289,majority,01868,,Jim Jordan,8
HSJU03,P000592,majority,01802,,Ted Poe,9
HSJU03,C001076,majority,01956,,Jason Chaffetz,10
HSJU03,M001179,majority,02053,,Tom Marino,11
HSJU03,F000460,majority,02067,,Blake Farenthold,12
HSJU03,D000621,majority,02116,,Ron DeSantis,13
HSJU03,W000820,majority,02232,,Mimi Walters,14
HSJU03,N000002,minority,00850,Ranking Member,Jerrold Nadler,1
HSJU03,C001080,minority,01970,,Judy Chu,2
HSJU03,D000610,minority,01976,,Theodore E. Deutch,3
HSJU03,B001270,minority,01996,,Karen Bass,4
HSJU03,R000588,minority,02023,,Cedric L. Richmond,5
HSJU03,D000617,minority,02096,,Suzan K. DelBene,6
HSJU03,J000294,minority,02149,,Hakeem S. Jeffries,7
HSJU03,C001084,minority,02055,,David N. Cicilline,8
HSJU03,P000608,minority,02113,,Scott H. Peters,9
HSJU03,L000397,minority,00701,,Zoe Lofgren,10
HSJU03,C001068,minority,01878,,Steve Cohen,11
HSJU03,J000288,minority,01843,,"Henry C. ""Hank"" Johnson Jr.",12
SSCM25,F000463,majority,02179,Chairman,Deb Fischer,1
SSCM25,W000437,majority,01226,,Roger F. Wicker,2
SSCM25,B000575,majority,01464,,Roy Blunt,3
SSCM25,A000368,majority,02075,,Kelly Ayotte,4
SSCM25,M000934,majority,01507,,Jerry Moran,5
SSCM25,S001198,majority,02290,,Daniel Sullivan,6
SSCM25,J000293,majority,02086,,Ron Johnson,7
SSCM25,H001041,majority,01863,,Dean Heller,8
SSCM25,D000618,majority,02138,,Steve Daines,9
SSCM25,T000250,majority,01534,Ex Officio,John Thune,10
SSCM25,B001288,minority,02194,Ranking Member,Cory A. Booker,1
SSCM25,C000127,minority,00172,,Maria Cantwell,2
SSCM25,M001170,minority,01820,,Claire McCaskill,3
SSCM25,K000367,minority,01826,,Amy Klobuchar,4
SSCM25,B001277,minority,02076,,Richard Blumenthal,5
SSCM25,S001194,minority,02173,,Brian Schatz,6
SSCM25,M000133,minority,00735,,Edward J. Markey,7
SSCM25,U000039,minority,01567,,Tom Udall,8
SSCM25,N000032,minority,00859,Ex Officio,Bill Nelson,9
SSBK08,T000461,majority,02085,Chairman,Patrick J. Toomey,1
SSBK08,C000880,majority,00250,,Mike Crapo,2
SSBK08,H001041,majority,01863,,Dean Heller,3
SSBK08,R000605,majority,02288,,Mike Rounds,4
SSBK08,C001071,majority,01825,,Bob Corker,5
SSBK08,V000127,majority,01609,,David Vitter,6
SSBK08,K000360,majority,01647,,Mark Kirk,7
SSBK08,S001184,majority,02056,,Tim Scott,8
SSBK08,S000320,majority,01049,Ex Officio,Richard C. Shelby,9
SSBK08,M001176,minority,01900,Ranking Member,Jeff Merkley,1
SSBK08,R000122,minority,00949,,Jack Reed,2
SSBK08,S000148,minority,01036,,Charles E. Schumer,3
SSBK08,M000639,minority,00791,,Robert Menendez,4
SSBK08,W000805,minority,01897,,Mark R. Warner,5
SSBK08,W000817,minority,02182,,Elizabeth Warren,6
SSBK08,D000607,minority,01850,,Joe Donnelly,7
SSBK08,B000944,minority,00136,Ex Officio,Sherrod Brown,8
HSFA,R000487,majority,00998,Chair,Edward R. Royce,1
HSFA,S000522,majority,01071,,Christopher H. Smith,2
HSFA,R000435,majority,00985,,Ileana Ros-Lehtinen,3
HSFA,R000409,majority,00979,,Dana Rohrabacher,4
HSFA,C000266,majority,00186,,Steve Chabot,5
HSFA,W000795,majority,01688,,Joe Wilson,6
HSFA,M001157,majority,01804,,Michael T. McCaul,7
HSFA,P000592,majority,01802,,Ted Poe,8
HSFA,S000018,majority,01009,,Matt Salmon,9
HSFA,I000056,majority,01640,,Darrell E. Issa,10
HSFA,M001179,majority,02053,,Tom Marino,11
HSFA,D000615,majority,02057,,Jeff Duncan,12
HSFA,B001274,majority,01987,,Mo Brooks,13
HSFA,C001094,majority,02103,,Paul Cook,14
HSFA,W000814,majority,02161,,Randy K. Weber Sr.,15
HSFA,P000605,majority,02157,,Scott Perry,16
HSFA,D000621,majority,02116,,Ron DeSantis,17
HSFA,M001187,majority,02142,,Mark Meadows,18
HSFA,Y000065,majority,02115,,Ted S. Yoho,19
HSFA,C001102,majority,02200,,Curt Clawson,20
HSFA,D000616,majority,02062,,Scott DesJarlais,21
HSFA,R000587,majority,02073,,Reid J. Ribble,22
HSFA,T000475,majority,02250,,David A. Trott,23
HSFA,Z000017,majority,02261,,Lee M. Zeldin,24
HSFA,D000625,majority,02293,,Daniel M. Donovan Jr.,25
HSFA,E000179,minority,00344,Ranking Member,Eliot L. Engel,1
HSFA,S000344,minority,01526,,Brad Sherman,2
HSFA,M001137,minority,01506,,Gregory W. Meeks,3
HSFA,S001165,minority,01818,,Albio Sires,4
HSFA,C001078,minority,01959,,Gerald E. Connolly,5
HSFA,D000610,minority,01976,,Theodore E. Deutch,6
HSFA,H001038,minority,01794,,Brian Higgins,7
HSFA,B001270,minority,01996,,Karen Bass,8
HSFA,K000375,minority,02025,,William R. Keating,9
HSFA,C001084,minority,02055,,David N. Cicilline,10
HSFA,G000556,minority,01914,,Alan Grayson,11
HSFA,B001287,minority,02102,,Ami Bera,12
HSFA,L000579,minority,02111,,Alan S. Lowenthal,13
HSFA,M001188,minority,02148,,Grace Meng,14
HSFA,F000462,minority,02119,,Lois Frankel,15
HSFA,G000571,minority,02122,,Tulsi Gabbard,16
HSFA,C001091,minority,02163,,Joaquin Castro,17
HSFA,K000385,minority,02190,,Robin L. Kelly,18
HSFA,B001296,minority,02267,,Brendan F. Boyle,19
SSAS,M000303,majority,00754,Chairman,John McCain,1
SSAS,I000024,majority,00583,,James M. Inhofe,2
SSAS,S001141,majority,01548,,Jeff Sessions,3
SSAS,W000437,majority,01226,,Roger F. Wicker,4
SSAS,A000368,majority,02075,,Kelly Ayotte,5
SSAS,F000463,majority,02179,,Deb Fischer,6
SSAS,C001095,majority,02098,,Tom Cotton,7
SSAS,R000605,majority,02288,,Mike Rounds,8
SSAS,E000295,majority,02283,,Joni Ernst,9
SSAS,T000476,majority,02291,,Thom Tillis,10
SSAS,S001198,majority,02290,,Daniel Sullivan,11
SSAS,L000577,majority,02080,,Mike Lee,12
SSAS,G000359,majority,00452,,Lindsey Graham,13
SSAS,C001098,majority,02175,,Ted Cruz,14
SSAS,R000122,minority,00949,Ranking Member,Jack Reed,1
SSAS,N000032,minority,00859,,Bill Nelson,2
SSAS,M001170,minority,01820,,Claire McCaskill,3
SSAS,M001183,minority,01983,,"Joe Manchin, III",4
SSAS,S001181,minority,01901,,Jeanne Shaheen,5
SSAS,G000555,minority,01866,,Kirsten E. Gillibrand,6
SSAS,B001277,minority,02076,,Richard Blumenthal,7
SSAS,D000607,minority,01850,,Joe Donnelly,8
SSAS,H001042,minority,01844,,Mazie K. Hirono,9
SSAS,K000384,minority,02176,,Tim Kaine,10
SSAS,K000383,minority,02185,,"Angus S. King, Jr.",11
SSAS,H001046,minority,01937,,Martin Heinrich,12
JSEC,C000542,majority,00209,Chairman,Daniel Coats,1
JSEC,L000577,majority,02080,,Mike Lee,2
JSEC,C001095,majority,02098,,Tom Cotton,3
JSEC,S001197,majority,02289,,Ben Sasse,4
JSEC,C001098,majority,02175,,Ted Cruz,5
JSEC,C001075,majority,01925,,Bill Cassidy,6
JSEC,K000367,minority,01826,,Amy Klobuchar,1
JSEC,C001070,minority,01828,,"Robert P. Casey, Jr.",2
JSEC,H001046,minority,01937,,Martin Heinrich,3
JSEC,P000595,minority,01929,,Gary Peters,4
JSEC,B000755,majority,01468,Chairman,Kevin Brady,1
JSEC,D000614,majority,02072,,Sean P. Duffy,3
JSEC,A000367,majority,02029,,Justin Amash,4
JSEC,P000594,majority,01930,,Erik Paulsen,5
JSEC,H001051,majority,02044,,Richard L. Hanna,6
JSEC,M000087,minority,00729,,Carolyn B. Maloney,1
JSEC,S000030,minority,01522,,Loretta Sanchez,2
JSEC,C000984,minority,00256,,Elijah E. Cummings,3
JSEC,D000620,minority,02133,,John K. Delaney,4
HSGO25,H001073,majority,02269,Chair,Will Hurd,1
HSGO25,F000460,majority,02067,Vice Chair,Blake Farenthold,2
HSGO25,W000819,majority,02255,,Mark Walker,3
HSGO25,B001294,majority,02241,,Rod Blum,4
HSGO25,G000565,majority,01992,,Paul A. Gosar,5
HSGO25,K000385,minority,02190,Ranking Member,Robin L. Kelly,1
HSGO25,C001078,minority,01959,,Gerald E. Connolly,2
HSGO25,D000622,minority,02123,,Tammy Duckworth,3
HSGO25,L000582,minority,02230,,Ted Lieu,4
HSIF,U000031,majority,01177,Chair,Fred Upton,1
HSIF,B000213,majority,00062,,Joe Barton,2
HSIF,W000413,majority,01222,,Ed Whitfield,3
HSIF,S000364,majority,01527,,John Shimkus,4
HSIF,P000373,majority,01514,,Joseph R. Pitts,5
HSIF,W000791,majority,01596,,Greg Walden,6
HSIF,M001151,majority,01744,,Tim Murphy,7
HSIF,B001248,majority,01751,,Michael C. Burgess,8
HSIF,B001243,majority,01748,Vice Chair,Marsha Blackburn,9
HSIF,S001176,majority,01892,,Steve Scalise,10
HSIF,L000566,majority,01885,,Robert E. Latta,11
HSIF,M001159,majority,01809,,Cathy McMorris Rodgers,12
HSIF,H001045,majority,01933,,Gregg Harper,13
HSIF,L000567,majority,01936,,Leonard Lance,14
HSIF,G000558,majority,01922,,Brett Guthrie,15
HSIF,O000168,majority,01955,,Pete Olson,16
HSIF,M001180,majority,02074,,David B. McKinley,17
HSIF,P000602,majority,02022,,Mike Pompeo,18
HSIF,K000378,majority,02014,,Adam Kinzinger,19
HSIF,G000568,majority,02070,,H. Morgan Griffith,20
HSIF,B001257,majority,01838,,Gus M. Bilirakis,21
HSIF,J000292,majority,02046,,Bill Johnson,22
HSIF,L000576,majority,02033,,Billy Long,23
HSIF,E000291,majority,02036,,Renee L. Ellmers,24
HSIF,B001275,majority,02018,,Larry Bucshon,25
HSIF,F000461,majority,02065,,Bill Flores,26
HSIF,B001284,majority,02129,,Susan W. Brooks,27
HSIF,M001190,majority,02156,,Markwayne Mullin,28
HSIF,H001067,majority,02140,,Richard Hudson,29
HSIF,C001092,majority,02151,,Chris Collins,30
HSIF,C001096,majority,02144,,Kevin Cramer,31
HSIF,P000034,minority,00887,Ranking Member,Frank Pallone Jr.,1
HSIF,R000515,minority,01003,,Bobby L. Rush,2
HSIF,E000215,minority,00355,,Anna G. Eshoo,3
HSIF,E000179,minority,00344,,Eliot L. Engel,4
HSIF,G000410,minority,00462,,Gene Green,5
HSIF,D000197,minority,01479,,Diana DeGette,6
HSIF,C001036,minority,01471,,Lois Capps,7
HSIF,D000482,minority,00316,,Michael F. Doyle,8
HSIF,S001145,minority,01588,,Janice D. Schakowsky,9
HSIF,B001251,minority,01761,,G. K. Butterfield,10
HSIF,M001163,minority,01814,,Doris O. Matsui,11
HSIF,C001066,minority,01839,,Kathy Castor,12
HSIF,S001168,minority,01854,,John P. Sarbanes,13
HSIF,M001166,minority,01832,,Jerry McNerney,14
HSIF,W000800,minority,01879,,Peter Welch,15
HSIF,L000570,minority,01939,,Ben Ray Luján,16
HSIF,T000469,minority,01942,,Paul Tonko,17
HSIF,Y000062,minority,01853,,John A. Yarmuth,18
HSIF,C001067,minority,01864,,Yvette D. Clarke,19
HSIF,L000565,minority,01846,,David Loebsack,20
HSIF,S001180,minority,01950,,Kurt Schrader,21
HSIF,K000379,minority,02172,,Joseph P. Kennedy III,22
HSIF,C001097,minority,02107,,Tony Cárdenas,23
HSII06,L000564,majority,01834,Chair,Doug Lamborn,1
HSII06,G000552,majority,01801,,Louie Gohmert,2
HSII06,W000804,majority,01886,,Robert J. Wittman,3
HSII06,F000456,majority,01924,,John Fleming,4
HSII06,T000467,majority,01952,,Glenn Thompson,5
HSII06,L000571,majority,01960,,Cynthia M. Lummis,6
HSII06,B001271,majority,02027,,Dan Benishek,7
HSII06,D000615,majority,02057,,Jeff Duncan,8
HSII06,G000565,majority,01992,,Paul A. Gosar,9
HSII06,L000573,majority,02011,,Raúl R. Labrador,10
HSII06,C001094,majority,02103,,Paul Cook,11
HSII06,G000577,majority,02245,,Garret Graves,12
HSII06,Z000018,majority,02254,,Ryan K. Zinke,13
HSII06,H001071,majority,02237,,Jody B. Hice,14
HSII06,M001195,majority,02277,,Alexander X. Mooney,15
HSII06,H001070,majority,02260,,Cresent Hardy,16
HSII06,B001250,majority,01753,Ex Officio,Rob Bishop,17
HSII06,L000579,minority,02111,Ranking Member,Alan S. Lowenthal,1
HSII06,C001059,minority,01774,,Jim Costa,2
HSII06,T000465,minority,01884,,Niki Tsongas,3
HSII06,C001090,minority,02159,,Matt Cartwright,4
HSII06,B001292,minority,02272,,Donald S. Beyer Jr.,5
HSII06,G000574,minority,02226,,Ruben Gallego,6
HSII06,C001036,minority,01471,,Lois Capps,7
HSII06,P000598,minority,01910,,Jared Polis,8
HSII06,G000551,minority,01708,Ex Officio,Raúl M. Grijalva,15
HSWM06,R000580,majority,01848,Chair,Peter J. Roskam,1
HSWM06,K000376,majority,02051,,Mike Kelly,2
HSWM06,M001181,majority,02052,,Patrick Meehan,3
HSWM06,H001065,majority,02143,,George Holding,4
HSWM06,S001195,majority,02191,,Jason Smith,5
HSWM06,N000184,majority,02060,,Kristi L. Noem,6
HSWM06,R000586,majority,02048,,James B. Renacci,7
HSWM06,L000287,minority,00688,Ranking Member,John Lewis,1
HSWM06,C001038,minority,01604,,Joseph Crowley,2
HSWM06,R000053,minority,00944,,Charles B. Rangel,3
HSWM06,D000399,minority,00303,,Lloyd Doggett,4
HSGO28,L000571,majority,01960,Chair,Cynthia M. Lummis,1
HSGO28,G000565,majority,01992,,Paul A. Gosar,2
HSGO28,F000460,majority,02067,,Blake Farenthold,3
HSGO28,B001297,majority,02233,Vice Chair,Ken Buck,4
HSGO28,R000604,majority,02265,,Steve Russell,5
HSGO28,P000609,majority,02221,,Gary J. Palmer,6
HSGO28,L000581,minority,02252,Ranking Member,Brenda L. Lawrence,1
HSGO28,C001090,minority,02159,,Matt Cartwright,2
HSGO28,P000610,minority,02274,,Stacey E. Plaskett,3
HSGO28,C000754,minority,00231,,Jim Cooper,4
HSIF03,W000413,majority,01222,Chair,Ed Whitfield,1
HSIF03,O000168,majority,01955,Vice Chair,Pete Olson,2
HSIF03,S000364,majority,01527,,John Shimkus,3
HSIF03,P000373,majority,01514,,Joseph R. Pitts,4
HSIF03,L000566,majority,01885,,Robert E. Latta,5
HSIF03,H001045,majority,01933,,Gregg Harper,6
HSIF03,M001180,majority,02074,,David B. McKinley,7
HSIF03,P000602,majority,02022,,Mike Pompeo,8
HSIF03,K000378,majority,02014,,Adam Kinzinger,9
HSIF03,G000568,majority,02070,,H. Morgan Griffith,10
HSIF03,J000292,majority,02046,,Bill Johnson,11
HSIF03,L000576,majority,02033,,Billy Long,12
HSIF03,E000291,majority,02036,,Renee L. Ellmers,13
HSIF03,F000461,majority,02065,,Bill Flores,14
HSIF03,M001190,majority,02156,,Markwayne Mullin,15
HSIF03,H001067,majority,02140,,Richard Hudson,16
HSIF03,B000213,majority,00062,,Joe Barton,17
HSIF03,U000031,majority,01177,Ex Officio,Fred Upton,18
HSIF03,R000515,minority,01003,Ranking Member,Bobby L. Rush,1
HSIF03,M001166,minority,01832,,Jerry McNerney,2
HSIF03,T000469,minority,01942,,Paul Tonko,3
HSIF03,E000179,minority,00344,,Eliot L. Engel,4
HSIF03,G000410,minority,00462,,Gene Green,5
HSIF03,C001036,minority,01471,,Lois Capps,6
HSIF03,D000482,minority,00316,,Michael F. Doyle,7
HSIF03,C001066,minority,01839,,Kathy Castor,8
HSIF03,S001168,minority,01854,,John P. Sarbanes,9
HSIF03,W000800,minority,01879,,Peter Welch,10
HSIF03,Y000062,minority,01853,,John A. Yarmuth,11
HSIF03,L000565,minority,01846,,David Loebsack,12
HSIF03,P000034,minority,00887,Ex Officio,Frank Pallone Jr.,13
HSIF02,M001151,majority,01744,Chair,Tim Murphy,1
HSIF02,M001180,majority,02074,Vice Chair,David B. McKinley,2
HSIF02,B001248,majority,01751,,Michael C. Burgess,3
HSIF02,B001243,majority,01748,,Marsha Blackburn,4
HSIF02,G000568,majority,02070,,H. Morgan Griffith,5
HSIF02,B001275,majority,02018,,Larry Bucshon,6
HSIF02,F000461,majority,02065,,Bill Flores,7
HSIF02,B001284,majority,02129,,Susan W. Brooks,8
HSIF02,M001190,majority,02156,,Markwayne Mullin,9
HSIF02,H001067,majority,02140,,Richard Hudson,10
HSIF02,C001092,majority,02151,,Chris Collins,11
HSIF02,C001096,majority,02144,,Kevin Cramer,12
HSIF02,B000213,majority,00062,,Joe Barton,13
HSIF02,U000031,majority,01177,Ex Officio,Fred Upton,14
HSIF02,D000197,minority,01479,Ranking Member,Diana DeGette,1
HSIF02,S001145,minority,01588,,Janice D. Schakowsky,2
HSIF02,C001066,minority,01839,,Kathy Castor,3
HSIF02,T000469,minority,01942,,Paul Tonko,4
HSIF02,Y000062,minority,01853,,John A. Yarmuth,5
HSIF02,C001067,minority,01864,,Yvette D. Clarke,6
HSIF02,K000379,minority,02172,,Joseph P. Kennedy III,7
HSIF02,G000410,minority,00462,,Gene Green,8
HSIF02,W000800,minority,01879,,Peter Welch,9
HSIF02,P000034,minority,00887,Ex Officio,Frank Pallone Jr.,10
HSWM05,R000578,majority,01810,Chair,David G. Reichert,1
HSWM05,T000462,majority,01664,,Patrick J. Tiberi,2
HSWM05,P000594,majority,01930,,Erik Paulsen,3
HSWM05,R000585,majority,01982,,Tom Reed,4
HSWM05,Y000064,majority,02019,,Todd C. Young,5
HSWM05,K000376,majority,02051,,Mike Kelly,6
HSWM05,R000586,majority,02048,,James B. Renacci,7
HSWM05,N000015,minority,00854,Ranking Member,Richard E. Neal,1
HSWM05,L000557,minority,01583,,John B. Larson,2
HSWM05,S001156,minority,01757,,Linda T. Sánchez,3
HSWM05,T000460,minority,01593,,Mike Thompson,4
HSBA,H001036,majority,01749,Chair,Jeb Hensarling,1
HSBA,K000210,majority,00635,,Peter T. King,2
HSBA,R000487,majority,00998,,Edward R. Royce,3
HSBA,L000491,majority,00711,,Frank D. Lucas,4
HSBA,G000548,majority,01737,,Scott Garrett,5
HSBA,N000182,majority,01758,,Randy Neugebauer,6
HSBA,M001156,majority,01792,Vice Chair,Patrick T. McHenry,7
HSBA,P000588,majority,01738,,Stevan Pearce,8
HSBA,P000599,majority,01915,,Bill Posey,9
HSBA,F000451,majority,01797,,Michael G. Fitzpatrick,10
HSBA,W000796,majority,01779,,Lynn A. Westmoreland,11
HSBA,L000569,majority,01931,,Blaine Luetkemeyer,12
HSBA,H001058,majority,02028,,Bill Huizenga,13
